project,connection_site,assigned_charging_zone,updated_charging_zone,latitude,longitude,location_basis,confidence,source_urls,notes,customer_name,project_status,host_to,plant_type,project_id,project_number
Carn Fearna Wind Farm,Carn Fearna Wind Farm 132/33kV Substation,GZ1,,57.884736,-4.215077,regional proxy; charging-zone centroid,low,https://www.neso.energy/data-portal/transmission-entry-capacity-tec-register; https://www.neso.energy/data-portal/gis-boundaries-gb-generation-charging-zones,Host-TO regional proxy (SHET). Location matched to SHET. Low-confidence proxy: review if a precise connection-site coordinate becomes available.,Carn Fearna Wind Farm Limited,Scoping,SHET,Wind Onshore,a0l4L0000005ivTQAQ,PRO-002231
Causeymire 2 Wind Farm,Mybster 4 132/33kV GSP Substation,GZ1,,58.446944,-3.423661,connection site,high,https://www.neso.energy/data-portal/transmission-entry-capacity-tec-register; https://www.neso.energy/data-portal/gis-boundaries-gb-generation-charging-zones; https://www.openstreetmap.org/way/495626051; https://www.neso.energy/document/167311/download,NESO node-zone map: connection site. Location matched to Mybster Substation.,HEADWIND DEVELOPMENT SERVICES LIMITED,Scoping,SHET,Wind Onshore,a0l8e0000012kqcAAA,PRO-004778
Ceislein Wind Farm,Ceislien Wind Farm,GZ1,,57.884736,-4.215077,regional proxy; charging-zone centroid,low,https://www.neso.energy/data-portal/transmission-entry-capacity-tec-register; https://www.neso.energy/data-portal/gis-boundaries-gb-generation-charging-zones,Host-TO regional proxy (SHET). Location matched to SHET. Low-confidence proxy: review if a precise connection-site coordinate becomes available.,RWE Renewables UK Onshore Wind Limited,Scoping,SHET,Wind Onshore,a0l8e000000TPK3AAO,PRO-003256
Chleansaid Wind Farm,Chleansaid Wind Farm 132kV Substation,GZ1,,57.884736,-4.215077,regional proxy; charging-zone centroid,low,https://www.neso.energy/data-portal/transmission-entry-capacity-tec-register; https://www.neso.energy/data-portal/gis-boundaries-gb-generation-charging-zones,Host-TO regional proxy (SHET). Location matched to SHET. Low-confidence proxy: review if a precise connection-site coordinate becomes available.,ESB ASSET DEVELOPMENT UK LIMITED,Scoping,SHET,Wind Onshore,a0l4L0000005iY6QAI,PRO-001608
Clash Gour,Clash Gour Wind Farm 132kV Substation,GZ1,,57.884736,-4.215077,regional proxy; charging-zone centroid,low,https://www.neso.energy/data-portal/transmission-entry-capacity-tec-register; https://www.neso.energy/data-portal/gis-boundaries-gb-generation-charging-zones,Host-TO regional proxy (SHET). Location matched to SHET. Low-confidence proxy: review if a precise connection-site coordinate becomes available.,CLASH GOUR WINDFARM HOLDINGS LIMITED,Awaiting Consents,SHET,Energy Storage System;Wind Onshore,a0l4L0000005iaaQAA,PRO-001022
Clashindarroch,Clashindarroch Substation,GZ1,,57.884736,-4.215077,project proxy; charging-zone centroid,low,https://www.neso.energy/data-portal/transmission-entry-capacity-tec-register; https://www.neso.energy/data-portal/gis-boundaries-gb-generation-charging-zones,Same-project zone proxy (Clashindarroch). Location matched to Clashindarroch. Low-confidence proxy: review if a precise connection-site coordinate becomes available.,CLASHINDARROCH WIND FARM LIMITED,Built,SHET,Wind Onshore,a0l4L0000005iV0QAI,PRO-000040
Clashindarroch 2,Cairnford GSP,GZ1,,57.451991,-2.84987,connection site,high,https://www.neso.energy/data-portal/transmission-entry-capacity-tec-register; https://www.neso.energy/data-portal/gis-boundaries-gb-generation-charging-zones; https://www.openstreetmap.org/way/842685465,Spatial point-in-polygon. Location matched to Cairnford Substation.,VATTENFALL WIND POWER LTD,Scoping,SHET,Wind Onshore,a0l4L0000005iV1QAI,PRO-000041-1
Clashindarroch Windfarm Extension,Clashindarroch Windfarm Extension 132kV Substation,GZ1,,57.362093,-2.963777,project,low,https://www.neso.energy/data-portal/transmission-entry-capacity-tec-register; https://www.neso.energy/data-portal/gis-boundaries-gb-generation-charging-zones; https://www.openstreetmap.org/relation/11567910,Spatial point-in-polygon. Location matched to Clashindarroch Wind Farm. Low-confidence proxy: review if a precise connection-site coordinate becomes available.,CLASHINDARROCH WINDFARM EXTENSION LIMITED,Scoping,SHET,Wind Onshore,a0l8e0000012kkvAAA,PRO-004769
Clune Wind Farm,Clune 132/33 kV Substation,GZ1,,57.884736,-4.215077,regional proxy; charging-zone centroid,low,https://www.neso.energy/data-portal/transmission-entry-capacity-tec-register; https://www.neso.energy/data-portal/gis-boundaries-gb-generation-charging-zones,Host-TO regional proxy (SHET). Location matched to SHET. Low-confidence proxy: review if a precise connection-site coordinate becomes available.,Renewable Energy Systems Limited,Scoping,SHET,Energy Storage System;Wind Onshore,a0l8e0000012j2rAAA,PRO-004620
Cnoc Buidhe Wind Farm,Cnoc Buidhe 132kV/33kV Substation,GZ1,,57.884736,-4.215077,regional proxy; charging-zone centroid,low,https://www.neso.energy/data-portal/transmission-entry-capacity-tec-register; https://www.neso.energy/data-portal/gis-boundaries-gb-generation-charging-zones,Host-TO regional proxy (SHET). Location matched to SHET. Low-confidence proxy: review if a precise connection-site coordinate becomes available.,CNOC BUIDHE WIND ENERGY HUB LIMITED,Scoping,SHET,Energy Storage System;Wind Onshore,a0l4L0000005idTQAQ,PRO-001672-1
Cnoc Buidhe Wind Farm,Cnoc Buidhe 132kV/33kV Substation,GZ1,,57.884736,-4.215077,regional proxy; charging-zone centroid,low,https://www.neso.energy/data-portal/transmission-entry-capacity-tec-register; https://www.neso.energy/data-portal/gis-boundaries-gb-generation-charging-zones,Host-TO regional proxy (SHET). Location matched to SHET. Low-confidence proxy: review if a precise connection-site coordinate becomes available.,CNOC BUIDHE WIND ENERGY HUB LIMITED,Scoping,SHET,Energy Storage System;Wind Onshore,a0l4L0000005idTQAQ,PRO-001672-2
Coachford 400MW BESS,Coachford 400kV Substation,GZ1,,57.884736,-4.215077,charging-zone centroid proxy,medium,https://www.neso.energy/data-portal/transmission-entry-capacity-tec-register; https://www.neso.energy/data-portal/gis-boundaries-gb-generation-charging-zones; https://www.neso.energy/document/167311/download; https://www.neso.energy/document/379146/download,NESO node-zone map via 2025 TEC project proxy (Blackhillock 2 400/33kV GSP Substation). Location matched to BLACKHILLOCK.,Field Woodhead Ltd,Scoping,SHET,Energy Storage System,a0lJ9000000PDxzIAG,PRO-005097
Cogle Moss Wind Farm,Mybster 2 132/33kV Substation,GZ1,,58.446944,-3.423661,connection site,high,https://www.neso.energy/data-portal/transmission-entry-capacity-tec-register; https://www.neso.energy/data-portal/gis-boundaries-gb-generation-charging-zones; https://www.openstreetmap.org/way/495626051; https://www.neso.energy/document/167311/download,NESO node-zone map: connection site. Location matched to Mybster Substation.,COGLE MOSS RENEWABLES LLP,Consents Approved,SHET,Wind Onshore,a0l4L0000005iWrQAI,PRO-000973
Coille Beith Wind Farm,Oykel Wind Farm 132kV Substation,GZ1,,57.884736,-4.215077,regional proxy; charging-zone centroid,low,https://www.neso.energy/data-portal/transmission-entry-capacity-tec-register; https://www.neso.energy/data-portal/gis-boundaries-gb-generation-charging-zones,Host-TO regional proxy (SHET). Location matched to SHET. Low-confidence proxy: review if a precise connection-site coordinate becomes available.,COILLE BEITH WIND FARM LIMITED,Scoping,SHET,Wind Onshore,a0l8e0000010wbPAAQ,PRO-002711
Coille Linne,Coille Linne 132kV Substation,GZ1,,57.884736,-4.215077,regional proxy; charging-zone centroid,low,https://www.neso.energy/data-portal/transmission-entry-capacity-tec-register; https://www.neso.energy/data-portal/gis-boundaries-gb-generation-charging-zones,Host-TO regional proxy (SHET). Location matched to SHET. Low-confidence proxy: review if a precise connection-site coordinate becomes available.,ENERGYFARM UK COILLE LINNE LTD,Scoping,SHET,Energy Storage System;Wind Onshore,a0lJ9000000PNK6IAO,PRO-005983
Coire Glas Pumped Storage,Coire Glas GSP,GZ1,,57.884736,-4.215077,regional proxy; charging-zone centroid,low,https://www.neso.energy/data-portal/transmission-entry-capacity-tec-register; https://www.neso.energy/data-portal/gis-boundaries-gb-generation-charging-zones,Host-TO regional proxy (SHET). Location matched to SHET. Low-confidence proxy: review if a precise connection-site coordinate becomes available.,COIRE GLAS HYDRO PUMPED STORAGE LIMITED,Consents Approved,SHET,Pump Storage,a0l4L0000005imhQAA,PRO-000073-1
Coire Glas Pumped Storage,Coire Glas GSP,GZ1,,57.884736,-4.215077,regional proxy; charging-zone centroid,low,https://www.neso.energy/data-portal/transmission-entry-capacity-tec-register; https://www.neso.energy/data-portal/gis-boundaries-gb-generation-charging-zones,Host-TO regional proxy (SHET). Location matched to SHET. Low-confidence proxy: review if a precise connection-site coordinate becomes available.,COIRE GLAS HYDRO PUMPED STORAGE LIMITED,Scoping,SHET,Pump Storage,a0l4L0000005imhQAA,PRO-000073-2
Coire Na Cloiche,Alness GSP,GZ1,,57.708254,-4.274514,connection site,high,https://www.neso.energy/data-portal/transmission-entry-capacity-tec-register; https://www.neso.energy/data-portal/gis-boundaries-gb-generation-charging-zones; https://www.openstreetmap.org/way/305627323; https://www.neso.energy/document/167311/download,NESO node-zone map: connection site. Location matched to Alness Substation.,COIRE NA CLOICHE WINDFARM LLP,Built,SHET,Wind Onshore,a0l4L0000005iVFQAY,PRO-000099
Contullich BESS,Alness 2 275/33 kV GSP Substation,GZ1,,57.708254,-4.274514,connection site,high,https://www.neso.energy/data-portal/transmission-entry-capacity-tec-register; https://www.neso.energy/data-portal/gis-boundaries-gb-generation-charging-zones; https://www.openstreetmap.org/way/305627323; https://www.neso.energy/document/167311/download,NESO node-zone map: connection site. Location matched to Alness Substation.,Contullich Energy Storage Limited,Scoping,SHET,Energy Storage System,a0l8e000001HxmMAAS,PRO-004300
Correen Hills Wind Farm,Correen Hills Wind Farm 132kV Substation,GZ1,,57.884736,-4.215077,regional proxy; charging-zone centroid,low,https://www.neso.energy/data-portal/transmission-entry-capacity-tec-register; https://www.neso.energy/data-portal/gis-boundaries-gb-generation-charging-zones,Host-TO regional proxy (SHET). Location matched to SHET. Low-confidence proxy: review if a precise connection-site coordinate becomes available.,EDF ENERGY RENEWABLES LIMITED,Scoping,SHET,Wind Onshore,a0l4L0000005iNoQAI,PRO-001825
Corriegarth,Corriegarth 132/33kV substation,GZ1,,57.192117,-4.401822,connection site,high,https://www.neso.energy/data-portal/transmission-entry-capacity-tec-register; https://www.neso.energy/data-portal/gis-boundaries-gb-generation-charging-zones; https://www.openstreetmap.org/way/689624526; https://www.neso.energy/document/167311/download,NESO node-zone map: connection site. Location matched to Corriegarth Wind Farm Substation.,CORRIEGARTH WIND ENERGY LIMITED,Built,SHET,Wind Onshore,a0l4L0000005inHQAQ,PRO-000101
Corriegarth  2 Wind Farm,Corriegarth 132/33kV substation,GZ1,,57.192117,-4.401822,connection site,high,https://www.neso.energy/data-portal/transmission-entry-capacity-tec-register; https://www.neso.energy/data-portal/gis-boundaries-gb-generation-charging-zones; https://www.openstreetmap.org/way/689624526; https://www.neso.energy/document/167311/download,NESO node-zone map: connection site. Location matched to Corriegarth Wind Farm Substation.,CORRIEGARTH 2 WIND FARM LIMITED,Scoping,SHET,Wind Onshore,a0l4L0000005imGQAQ,PRO-000420
Corriemoillie BESS,Corriemoillie 132kV Substation,GZ1,,57.634366,-4.769015,connection site,high,https://www.neso.energy/data-portal/transmission-entry-capacity-tec-register; https://www.neso.energy/data-portal/gis-boundaries-gb-generation-charging-zones; https://www.openstreetmap.org/way/295876243; https://www.neso.energy/document/167311/download,NESO node-zone map: connection site. Location matched to Corriemoillie Substation.,FIELD CORRIEMOILLIE LTD,Scoping,SHET,Energy Storage System,a0l8e000000f6u6AAA,PRO-003992
Corriemoillie Wind Farm,Corriemoillie 132/33kV Substation,GZ1,,57.634366,-4.769015,connection site,high,https://www.neso.energy/data-portal/transmission-entry-capacity-tec-register; https://www.neso.energy/data-portal/gis-boundaries-gb-generation-charging-zones; https://www.openstreetmap.org/way/295876243; https://www.neso.energy/document/167311/download,NESO node-zone map: connection site. Location matched to Corriemoillie Substation.,ROWAN ONSHORE WINDFARMS LIMITED,Built,SHET,Wind Onshore,a0l4L0000005inIQAQ,PRO-000102
Corshellach Battery Energy Storage System,Berryburn 275/33kV GSP Substation,GZ1,,57.478732,-3.529744,project,medium,https://www.neso.energy/data-portal/transmission-entry-capacity-tec-register; https://www.neso.energy/data-portal/gis-boundaries-gb-generation-charging-zones; https://www.openstreetmap.org/relation/8836281; https://www.neso.energy/document/167311/download; https://www.neso.energy/document/379146/download,NESO node-zone map via 2025 TEC project proxy (Berry Burn GSP). Location matched to Berry Burn Wind Farm.,Corshellach Energy Storage Limited,Scoping,SHET,Energy Storage System,a0l4L0000005iXzQAI,PRO-002328
Costa Head,Finstown (Orkney) GSP,GZ1,,57.884736,-4.215077,regional proxy; charging-zone centroid,low,https://www.neso.energy/data-portal/transmission-entry-capacity-tec-register; https://www.neso.energy/data-portal/gis-boundaries-gb-generation-charging-zones,Host-TO regional proxy (SHET). Location matched to SHET. Low-confidence proxy: review if a precise connection-site coordinate becomes available.,COSTA HEAD WIND FARM LIMITED,Scoping,SHET,Wind Onshore,a0lJ9000000PDyOIAW,PRO-005102
Cott's Farm,Cott's Farm 132kV Substation,GZ1,,57.884736,-4.215077,regional proxy; charging-zone centroid,low,https://www.neso.energy/data-portal/transmission-entry-capacity-tec-register; https://www.neso.energy/data-portal/gis-boundaries-gb-generation-charging-zones,Host-TO regional proxy (SHET). Location matched to SHET. Low-confidence proxy: review if a precise connection-site coordinate becomes available.,BORALEX LIMITED,Scoping,SHET,Energy Storage System;PV Array (Photo Voltaic/solar),a0lJ9000000PDmzIAG,PRO-005017
Craig Watch Wind Farm,CRAIG WATCH WIND FARM 132KV SUBSTATION,GZ1,,57.884736,-4.215077,regional proxy; charging-zone centroid,low,https://www.neso.energy/data-portal/transmission-entry-capacity-tec-register; https://www.neso.energy/data-portal/gis-boundaries-gb-generation-charging-zones,Host-TO regional proxy (SHET). Location matched to SHET. Low-confidence proxy: review if a precise connection-site coordinate becomes available.,Craig Watch Wind Farm Limited,Awaiting Consents,SHET,Wind Onshore,a0l4L0000005iyhQAA,PRO-001877
Crakaig Wind Energy Hub,BRORA 132/33KV GRID SUPPLY POINT SUBSTATION,GZ1,,58.019981,-3.87492,connection site,high,https://www.neso.energy/data-portal/transmission-entry-capacity-tec-register; https://www.neso.energy/data-portal/gis-boundaries-gb-generation-charging-zones; https://www.openstreetmap.org/way/102268474; https://www.neso.energy/document/167311/download,NESO node-zone map: connection site. Location matched to Brora Substation.,CRAKAIG WIND ENERGY HUB LIMITED,Scoping,SHET,Energy Storage System;Wind Onshore,a0l8e000000exYDAAY,PRO-003734
Creachan Wind Farm,Creachan Wind Farm 132/33kV Substation,GZ1,,57.884736,-4.215077,regional proxy; charging-zone centroid,low,https://www.neso.energy/data-portal/transmission-entry-capacity-tec-register; https://www.neso.energy/data-portal/gis-boundaries-gb-generation-charging-zones,Host-TO regional proxy (SHET). Location matched to SHET. Low-confidence proxy: review if a precise connection-site coordinate becomes available.,RWE Renewables UK Onshore Wind Limited,Scoping,SHET,Wind Onshore,a0l8e000000f4yFAAQ,PRO-003906
