Connection Site,TEC Project Names,TEC Customer Names,TEC Plant Types,TEC Project Numbers,TEC Register Source,Latitude,Longitude,Matched Feature,Match Type,Confidence,Match Score,Source URL,Source Description,Confidence Notes
Ayr 275/33kV,Clonmacate Farm BESS | FPE Ayr BESS | Holmston Farm Battery Energy Storage System,GPC Project 11 Ltd | FUTURE POWER ENTERPRISES LTD | Field Holmston Ltd,Energy Storage System,PRO-003421 | PRO-004532 | PRO-002359,https://www.neso.energy/data-portal/transmission-entry-capacity-tec-register,55.457994,-4.588993,AYR,Exact normalized name,High,100.0,https://doi.org/10.5285/0eed5c99-f409-4329-a98e-47f496bb88a2,Lovett & Sünnenberg GB substations dataset; AYR; SP ENERGY NETWORKS; GSP,Exact normalized name; score 100.0/100; next-candidate margin 0.0. Coordinates represent the matched mapped feature.
Ayr 275/33kV Substation,Ayr Energy Storage,KXP ALPHA I LIMITED,Energy Storage System,PRO-003801,https://www.neso.energy/data-portal/transmission-entry-capacity-tec-register,55.457994,-4.588993,AYR,Exact normalized name,High,100.0,https://doi.org/10.5285/0eed5c99-f409-4329-a98e-47f496bb88a2,Lovett & Sünnenberg GB substations dataset; AYR; SP ENERGY NETWORKS; GSP,Exact normalized name; score 100.0/100; next-candidate margin 0.0. Coordinates represent the matched mapped feature.
AYR DBB 275KV SUBSTATION,Ayr Flexpower,Ayr Flexpower Limited,Energy Storage System;PV Array (Photo Voltaic/solar),PRO-004489,https://www.neso.energy/data-portal/transmission-entry-capacity-tec-register,,,,No reliable infrastructure match,Unresolved,64.0,,,Best candidate 'AYR' scored 64.0; below reliability threshold.
Ayr Farm Collector Substation,Ayr Farm,Braston New Energy Limited,Energy Storage System,PRO-003596,https://www.neso.energy/data-portal/transmission-entry-capacity-tec-register,55.462804,-4.630250,Ayr,TEC project-derived locality proxy,Low,100.0,https://www.openstreetmap.org/node/21051417,OpenStreetMap named town: Ayr,"TEC project-derived locality proxy; score 100.0/100; next-candidate margin 100.0. Coordinates are a geographic proxy, not the confirmed electrical asset."
Ayr GSP,Knockkippen Energy Park,KNOCKKIPPEN WIND ENERGY LIMITED,Demand;Energy Storage System;PV Array (Photo Voltaic/solar);Wind Onshore,PRO-001826,https://www.neso.energy/data-portal/transmission-entry-capacity-tec-register,55.457994,-4.588993,AYR,Exact normalized name,High,100.0,https://doi.org/10.5285/0eed5c99-f409-4329-a98e-47f496bb88a2,Lovett & Sünnenberg GB substations dataset; AYR; SP ENERGY NETWORKS; GSP,Exact normalized name; score 100.0/100; next-candidate margin 0.0. Coordinates represent the matched mapped feature.
Ayrshire Grid 400kV Collector Substation,Ayrshire Grid Services Facility,HUNTERSTON GRID 3 LTD,Reactive Compensation,PRO-001090,https://www.neso.energy/data-portal/transmission-entry-capacity-tec-register,,,,No reliable infrastructure match,Unresolved,57.9,,,Best candidate 'Cumberhead Collector Substation' scored 57.9; below reliability threshold.
Ayrshire Grid 400kV Substation,Hunterston Energy Storage Facility,HUNTERSTON GRID 1 LTD,Energy Storage System,PRO-001644,https://www.neso.energy/data-portal/transmission-entry-capacity-tec-register,,,,No reliable infrastructure match,Unresolved,66.7,,,Best candidate 'Arnside Substation' scored 66.7; below reliability threshold.
Baillie 275KV Substation,Baillie Greener Grid Park,Statkraft UK Ltd,Energy Storage System;Reactive Compensation,PRO-001701,https://www.neso.energy/data-portal/transmission-entry-capacity-tec-register,58.566106,-3.672527,Baillie Wind Farm,Exact normalized name,High,100.0,https://www.openstreetmap.org/relation/8087058,OpenStreetMap named plant feature: Baillie Wind Farm,Exact normalized name; score 100.0/100; next-candidate margin 100.0. Coordinates represent the matched mapped feature.
Bainsford 132/33kV,Bankside BESS,FALKIRK POWER LTD,Energy Storage System,PRO-002151,https://www.neso.energy/data-portal/transmission-entry-capacity-tec-register,56.014989,-3.769992,BAINSFORD,Exact normalized name,High,100.0,https://doi.org/10.5285/0eed5c99-f409-4329-a98e-47f496bb88a2,Lovett & Sünnenberg GB substations dataset; BAINSFORD; SP ENERGY NETWORKS; GSP,Exact normalized name; score 100.0/100; next-candidate margin 0.0. Coordinates represent the matched mapped feature.
Balinoe 132kV substation,Balinoe Wind Farm,RWE Renewables UK Onshore Wind Limited,Energy Storage System;Wind Onshore,PRO-004776,https://www.neso.energy/data-portal/transmission-entry-capacity-tec-register,56.474089,-6.917716,Balinoe,Geographic feature proxy,Low,100.0,https://www.openstreetmap.org/node/5587095145,OpenStreetMap/Photon geographic feature: Balinoe; Argyll and Bute,"Geographic feature proxy; score 100.0/100; next-candidate margin 100.0. Coordinates are a geographic proxy, not the confirmed electrical asset."
Balliemeanoch 275kV Substation,Balliemeanoch PSH,ILI (Borders PSH) Ltd,Pump Storage,PRO-001901,https://www.neso.energy/data-portal/transmission-entry-capacity-tec-register,56.158445,-5.055081,Balliemeanoch,Town/locality proxy,Medium,100.0,https://www.openstreetmap.org/node/10292358828,OpenStreetMap named hamlet: Balliemeanoch,"Town/locality proxy; score 100.0/100; next-candidate margin 100.0. Coordinates are a geographic proxy, not the confirmed electrical asset."
BALLYGROGGAN 132/33KV SUBSTATION,Ballygroggan Wind Farm,DALRIADA RENEWABLES LIMITED,Wind Onshore,PRO-003733,https://www.neso.energy/data-portal/transmission-entry-capacity-tec-register,55.405767,-5.761242,Ballygroggan Farm,TEC project matched to DESNZ REPD,Medium,100.0,https://www.gov.uk/government/publications/renewable-energy-planning-database-quarterly-extract,"DESNZ REPD ref 3007: Ballygroggan Farm; Ballygroggan Farm 
Machrihanish
Campbeltown
Argyll
PA28 6PZ; planning ref 94/00771/DET",TEC project matched to DESNZ REPD; score 100.0/100; next-candidate margin 100.0. Coordinates represent the matched mapped feature.
Balnespick Wind Farm 132kV/33kV Substation,Balnespick Wind Farm,FRED OLSEN RENEWABLES LIMITED,Energy Storage System;Wind Onshore,PRO-005066,https://www.neso.energy/data-portal/transmission-entry-capacity-tec-register,57.344860,-3.885163,Balnespick Wind Farm,TEC project matched to DESNZ REPD,Low,100.0,https://www.gov.uk/government/publications/renewable-energy-planning-database-quarterly-extract,"DESNZ REPD ref 14769: Balnespick Wind Farm; 5 km east of Tomatin, 6 km north-west of Carrbridge; planning ref ECU00004904",TEC project matched to DESNZ REPD; score 100.0/100; next-candidate margin 0.0. Coordinates represent the matched mapped feature.
Bankend Rig III Windfarm 132/33kV Substation,Bankend Rig III Wind Farm,WILSON RENEWABLES III LLP,Wind Onshore,PRO-003451,https://www.neso.energy/data-portal/transmission-entry-capacity-tec-register,55.575927,-4.138092,Bankend Rig Wind Farm,Strong name match,High,96.0,https://www.openstreetmap.org/relation/7592052,OpenStreetMap named plant feature: Bankend Rig Wind Farm,Strong name match; score 96.0/100; next-candidate margin 31.7. Coordinates represent the matched mapped feature.
Bankhead 400kV Substation,Bankhead BESS,Apatura Project 21 Ltd,Demand;Energy Storage System,PRO-003236,https://www.neso.energy/data-portal/transmission-entry-capacity-tec-register,56.018283,-2.668305,Bankhead,Town/locality proxy,Low,100.0,https://www.openstreetmap.org/node/12151831238,OpenStreetMap named hamlet: Bankhead,"Town/locality proxy; score 100.0/100; next-candidate margin 0.0. Coordinates are a geographic proxy, not the confirmed electrical asset."
Banniskirk 400kV Substation,Ayre (ex Cluaran Ear - Thuath) Offshore Wind Farm | OWPL Windfarm,AYRE OFFSHORE WIND FARM LIMITED | OFFSHORE WIND POWER LIMITED,Wind Offshore,PRO-002100 | PRO-000568-1 | PRO-000568-2,https://www.neso.energy/data-portal/transmission-entry-capacity-tec-register,58.502468,-3.436295,Banniskirk,Town/locality proxy,Medium,100.0,https://www.openstreetmap.org/node/1465147218,OpenStreetMap named hamlet: Banniskirk,"Town/locality proxy; score 100.0/100; next-candidate margin 100.0. Coordinates are a geographic proxy, not the confirmed electrical asset."
Bargatton Farm BESS 132kV Substation,Bargatton Farm BESS,Lightsource Renewable UK Development Limited,Energy Storage System,PRO-005009,https://www.neso.energy/data-portal/transmission-entry-capacity-tec-register,52.923896,-2.167606,BARLASTON 132KV,Candidate infrastructure match,Low,81.8,https://doi.org/10.5285/0eed5c99-f409-4329-a98e-47f496bb88a2,Lovett & Sünnenberg GB substations dataset; BARLASTON 132KV; WESTERN POWER DISTRIBUTION; BSP,Candidate infrastructure match; score 81.8/100; next-candidate margin 1.8. Coordinates represent the matched mapped feature.
Barking West GSP,Barking BESS,O&G Solar (SPV 52) Limited,Energy Storage System,PRO-003518,https://www.neso.energy/data-portal/transmission-entry-capacity-tec-register,51.516457,0.106965,BARKING WEST 33KV S/S,Exact normalized name,High,100.0,https://doi.org/10.5285/0eed5c99-f409-4329-a98e-47f496bb88a2,Lovett & Sünnenberg GB substations dataset; BARKING WEST 33KV S/S; NATIONAL GRID; GSP,Exact normalized name; score 100.0/100; next-candidate margin 0.0. Coordinates represent the matched mapped feature.
Barrow 132/33kV Offshore Substation,Barrow Offshore Wind Farm,BARROW OFFSHORE WIND LIMITED,Wind Offshore,PRO-000022,https://www.neso.energy/data-portal/transmission-entry-capacity-tec-register,52.247903,0.593192,BARROW PRIMARY,Exact normalized name,High,100.0,https://doi.org/10.5285/0eed5c99-f409-4329-a98e-47f496bb88a2,Lovett & Sünnenberg GB substations dataset; BARROW PRIMARY; UK POWER NETWORKS; PSS,Exact normalized name; score 100.0/100; next-candidate margin 0.0. Coordinates represent the matched mapped feature.
Basingstoke East 400kV Substation,Bramley Farm | Bramley Farm 2 | Fleet Farm | Fleet Farm 2,BRAMLEY 2 RENEWABLES LTD | BRAMLEY 7 RENEWABLES LTD | BASINGSTOKE EAST 2 RENEWABLES LTD | Basingstoke East 7 Renewables Ltd,Energy Storage System;PV Array (Photo Voltaic/solar) | Demand;Energy Storage System;PV Array (Photo Voltaic/solar),PRO-002675 | PRO-002735 | PRO-002678 | PRO-002739,https://www.neso.energy/data-portal/transmission-entry-capacity-tec-register,51.260695,-1.102952,Basingstoke,Town/locality proxy,Low,81.5,https://www.openstreetmap.org/way/21349688,OpenStreetMap named town: Basingstoke,"Town/locality proxy; score 81.5/100; next-candidate margin 0.0. Coordinates are a geographic proxy, not the confirmed electrical asset."
BEARSDEN BESS 275KV SUBSTATION,Bearsden BESS,BEARSDEN BESS LTD,Energy Storage System,PRO-004404-1 | PRO-004404-2,https://www.neso.energy/data-portal/transmission-entry-capacity-tec-register,55.920461,-4.333205,Bearsden,Town/locality proxy,Medium,100.0,https://www.openstreetmap.org/node/18167377,OpenStreetMap named town: Bearsden,"Town/locality proxy; score 100.0/100; next-candidate margin 100.0. Coordinates are a geographic proxy, not the confirmed electrical asset."
Beatrice 400kV Substation,Beatrice Sync Comp | Beatrice Wind Farm,TINZ PROGRAMME 1 PROJECTCO 3 LIMITED | BEATRICE OFFSHORE WINDFARM LIMITED,Reactive Compensation | Wind Offshore,PRO-001757 | PRO-000025,https://www.neso.energy/data-portal/transmission-entry-capacity-tec-register,57.524047,-2.955177,Beatrice Wind Farm Substation,Exact normalized name,High,100.0,https://www.openstreetmap.org/way/690326580,OpenStreetMap named substation feature: Beatrice Wind Farm Substation,Exact normalized name; score 100.0/100; next-candidate margin 0.0. Coordinates represent the matched mapped feature.
BEAULY 02 BESS 132kV SUBSTATION,Beauly 02 BESS,FIELD BEAULY LTD,Energy Storage System,PRO-003731,https://www.neso.energy/data-portal/transmission-entry-capacity-tec-register,57.483651,-4.459835,Beauly,Town/locality proxy,Low,80.0,https://www.openstreetmap.org/node/21302252,OpenStreetMap named town: Beauly,"Town/locality proxy; score 80.0/100; next-candidate margin 80.0. Coordinates are a geographic proxy, not the confirmed electrical asset."
Beauly 132/33 kV GSP Substation,Lovat Estate BESS,LG-B-50a Limited,Energy Storage System,PRO-003062-1,https://www.neso.energy/data-portal/transmission-entry-capacity-tec-register,57.478576,-4.486034,BEAULY ,Exact normalized name,High,100.0,https://doi.org/10.5285/0eed5c99-f409-4329-a98e-47f496bb88a2,Lovett & Sünnenberg GB substations dataset; BEAULY ; SSE NETWORKS; TRANS,Exact normalized name; score 100.0/100; next-candidate margin 0.0. Coordinates represent the matched mapped feature.
Beauly GSP,Farr Wind Farm - Tomatin,FARR WINDFARM LIMITED,Wind Onshore,PRO-000156,https://www.neso.energy/data-portal/transmission-entry-capacity-tec-register,57.478576,-4.486034,BEAULY ,Exact normalized name,High,100.0,https://doi.org/10.5285/0eed5c99-f409-4329-a98e-47f496bb88a2,Lovett & Sünnenberg GB substations dataset; BEAULY ; SSE NETWORKS; TRANS,Exact normalized name; score 100.0/100; next-candidate margin 0.0. Coordinates represent the matched mapped feature.
Beauly substation 275KV,Tarvie Wind Farm,Koehler Renewable Energy UK Limited,Energy Storage System;Wind Onshore,PRO-005149,https://www.neso.energy/data-portal/transmission-entry-capacity-tec-register,57.478576,-4.486034,BEAULY ,Exact normalized name,High,100.0,https://doi.org/10.5285/0eed5c99-f409-4329-a98e-47f496bb88a2,Lovett & Sünnenberg GB substations dataset; BEAULY ; SSE NETWORKS; TRANS,Exact normalized name; score 100.0/100; next-candidate margin 0.0. Coordinates represent the matched mapped feature.
Beaw Field 132/33kV Substation,Beaw Field Wind Farm,BEAW FIELD SHETLAND LIMITED,Wind Onshore,PRO-000026,https://www.neso.energy/data-portal/transmission-entry-capacity-tec-register,60.519277,-1.082713,Beaw Field Wind Farm,TEC project matched to DESNZ REPD,Medium,100.0,https://www.gov.uk/government/publications/renewable-energy-planning-database-quarterly-extract,"DESNZ REPD ref 3516: Beaw Field Wind Farm; Heatherlea, Yell, Shetland; planning ref EC00003121",TEC project matched to DESNZ REPD; score 100.0/100; next-candidate margin 100.0. Coordinates represent the matched mapped feature.
Beech Street/City Road Substation,Beech Street/City Road,CITIGEN (LONDON) LIMITED,CHP (Combined Heat and Power),PRO-000027,https://www.neso.energy/data-portal/transmission-entry-capacity-tec-register,,,,No reliable infrastructure match,Unresolved,70.6,,,Best candidate 'BEECH STREET' scored 70.6; below reliability threshold.
Beinn an Tuirc Substation,Beinn an Tuirc 1,SCOTTISHPOWER RENEWABLES (UK) LIMITED,Wind Onshore,PRO-003918,https://www.neso.energy/data-portal/transmission-entry-capacity-tec-register,55.559475,-5.586563,Beinn an Tuirc,Exact normalized name,High,100.0,https://www.openstreetmap.org/relation/6949470,OpenStreetMap named plant feature: Beinn an Tuirc,Exact normalized name; score 100.0/100; next-candidate margin 100.0. Coordinates represent the matched mapped feature.
BEINN THURSUNN REPOWER 275/33KV,Beinn Tharsuinn Repower,SCOTTISHPOWER RENEWABLES (UK) LIMITED,Wind Onshore,PRO-001035,https://www.neso.energy/data-portal/transmission-entry-capacity-tec-register,57.781401,-4.345129,Beinn Tharsuinn,TEC project geocoded-area proxy,Low,78.9,https://www.openstreetmap.org/node/2715385300,TEC project 'Beinn Tharsuinn Repower' matched via OpenStreetMap/Photon to Beinn Tharsuinn; Highland,"TEC project geocoded-area proxy; score 78.9/100; next-candidate margin 0.0. Coordinates are a geographic proxy, not the confirmed electrical asset."
Beinneun 132kV Substation,Beinneun Wind Farm,BEINNEUN WIND FARM LTD,Wind Onshore,PRO-000031,https://www.neso.energy/data-portal/transmission-entry-capacity-tec-register,57.155428,-4.922952,Beinneun Wind Farm Substation,Exact normalized name,High,100.0,https://www.openstreetmap.org/way/840252660,OpenStreetMap named substation feature: Beinneun Wind Farm Substation,Exact normalized name; score 100.0/100; next-candidate margin 0.0. Coordinates represent the matched mapped feature.
Beinneun Windfarm 2,Beinneun 2 Windfarm,BEINNEUN 2 LIMITED,Wind Onshore,PRO-006053,https://www.neso.energy/data-portal/transmission-entry-capacity-tec-register,57.155428,-4.922952,Beinneun Wind Farm Substation,Candidate infrastructure match,Low,96.0,https://www.openstreetmap.org/way/840252660,OpenStreetMap named substation feature: Beinneun Wind Farm Substation,Candidate infrastructure match; score 96.0/100; next-candidate margin 0.0. Coordinates represent the matched mapped feature.
Benbrack Wind Farm 132/33kV Substation,Benbrack Wind Farm | Lamford Hill,BENBRACK WIND FARM LIMITED,Wind Onshore | Energy Storage System;PV Array (Photo Voltaic/solar);Wind Onshore,PRO-000032 | PRO-001481-1 | PRO-001481-2,https://www.neso.energy/data-portal/transmission-entry-capacity-tec-register,55.274782,-4.303567,Benbrack Windfarm Substation,Exact normalized name,High,100.0,https://www.openstreetmap.org/way/1472687581,OpenStreetMap named substation feature: Benbrack Windfarm Substation,Exact normalized name; score 100.0/100; next-candidate margin 0.0. Coordinates represent the matched mapped feature.
